Subject_ID Activity tBodyAcc-mean-X tBodyAcc-mean-Y tBodyAcc-mean-Z tBodyAcc-std-X tBodyAcc-std-Y tBodyAcc-std-Z tGravityAcc-mean-X tGravityAcc-mean-Y tGravityAcc-mean-Z tGravityAcc-std-X tGravityAcc-std-Y tGravityAcc-std-Z tBodyAccJerk-mean-X tBodyAccJerk-mean-Y tBodyAccJerk-mean-Z tBodyAccJerk-std-X tBodyAccJerk-std-Y tBodyAccJerk-std-Z tBodyGyro-mean-X tBodyGyro-mean-Y tBodyGyro-mean-Z tBodyGyro-std-X tBodyGyro-std-Y tBodyGyro-std-Z tBodyGyroJerk-mean-X tBodyGyroJerk-mean-Y tBodyGyroJerk-mean-Z tBodyGyroJerk-std-X tBodyGyroJerk-std-Y tBodyGyroJerk-std-Z tBodyAccMag-mean tBodyAccMag-std tGravityAccMag-mean tGravityAccMag-std tBodyAccJerkMag-mean tBodyAccJerkMag-std tBodyGyroMag-mean tBodyGyroMag-std tBodyGyroJerkMag-mean tBodyGyroJerkMag-std fBodyAcc-mean-X fBodyAcc-mean-Y fBodyAcc-mean-Z fBodyAcc-std-X fBodyAcc-std-Y fBodyAcc-std-Z fBodyAcc-meanFreq-X fBodyAcc-meanFreq-Y fBodyAcc-meanFreq-Z fBodyAccJerk-mean-X fBodyAccJerk-mean-Y fBodyAccJerk-mean-Z fBodyAccJerk-std-X fBodyAccJerk-std-Y fBodyAccJerk-std-Z fBodyAccJerk-meanFreq-X fBodyAccJerk-meanFreq-Y fBodyAccJerk-meanFreq-Z fBodyGyro-mean-X fBodyGyro-mean-Y fBodyGyro-mean-Z fBodyGyro-std-X fBodyGyro-std-Y fBodyGyro-std-Z fBodyGyro-meanFreq-X fBodyGyro-meanFreq-Y fBodyGyro-meanFreq-Z fBodyAccMag-mean fBodyAccMag-std fBodyAccMag-meanFreq fBodyBodyAccJerkMag-mean fBodyBodyAccJerkMag-std fBodyBodyAccJerkMag-meanFreq fBodyBodyGyroMag-mean fBodyBodyGyroMag-std fBodyBodyGyroMag-meanFreq fBodyBodyGyroJerkMag-mean fBodyBodyGyroJerkMag-std fBodyBodyGyroJerkMag-meanFreq
1 WALKING 0.27733075873684215 -0.017383818527368422 -0.11114810354736843 -0.2837402588421053 0.11446133674736841 -0.2600279022105264 0.9352232014736839 -0.282165021263158 -0.06810286400000003 -0.9766096425263163 -0.9713059614736843 -0.9477172261052635 0.07404163331578949 0.028272109588421048 -0.004168406177894738 -0.11361560243578954 0.06700250076842107 -0.5026997885263159 -0.041830963526 -0.06953004621157895 0.08494481730421054 -0.47353548589473676 -0.05460776865947368 -0.34426662947368425 -0.0899975423705263 -0.03984287094631579 -0.04613092950210527 -0.20742185475789474 -0.3044685106315789 -0.40425545263157897 -0.1369711765568421 -0.21968864563157894 -0.1369711765568421 -0.21968864563157894 -0.1414288090315789 -0.07447175006252633 -0.16097955253684207 -0.18697836452631575 -0.2987036790842104 -0.3253248788947367 -0.20279430632631582 0.08971272640210526 -0.3315601177894736 -0.3191347195789474 0.05604000684600001 -0.2796867514947368 -0.20754837449473681 0.11309364610315788 0.04972651961726316 -0.17054696454957896 -0.03522552411306315 -0.46899922463157906 -0.1335866063263158 0.10673985713599998 -0.5347134404210525 -0.2092619733768422 -0.3862371432105264 -0.1855302812442106 -0.33903219711578936 -0.10305941643473683 -0.25594094031578946 -0.5166919387368424 -0.03350815978842104 -0.4365622274736843 0.01478449866210526 -0.06577461900105262 0.0007733215643157854 -0.12862345062947372 -0.3980325868421052 0.19064372440000002 -0.057119400034315745 -0.10349240300210523 0.09382218070273682 -0.19925256898631577 -0.32101795389473686 0.2688443675258947 -0.3193085937789475 -0.38160191178947395 0.19066344879368427
1 WALKING_UPSTAIRS 0.2554616896226415 -0.023953149264339623 -0.09730200209433962 -0.3547080250943396 -0.0023202650169811367 -0.019479238847169802 0.8933510975471697 -0.36215336433962253 -0.07540293975471697 -0.956367027924528 -0.9528492332075472 -0.9123794103773581 0.10137272992264153 0.019486307618867927 -0.04556254491132076 -0.44684388773584904 -0.3782744260377358 -0.7065935309433963 0.050549379754716954 -0.16617001508867926 0.05835954639811321 -0.544871104528302 0.004105183798113208 -0.5071686749056604 -0.12223276801132074 -0.042148588450943394 -0.0407125527654717 -0.614786508490566 -0.6016966562264148 -0.6063320022641508 -0.129927630735849 -0.3249709292452832 -0.129927630735849 -0.3249709292452832 -0.46650344622641515 -0.4789916220754717 -0.12673558996981132 -0.14861931805283018 -0.5948828650943396 -0.6485530443396228 -0.4043217841509434 -0.19097672081132075 -0.4333497020754716 -0.33742818867924534 0.02176951065660377 0.08595655438490565 -0.4187350003773584 -0.16069721351698119 -0.5201147935849056 -0.4798752456603774 -0.4134445875471699 -0.6854743539622641 -0.4619070258490567 -0.3817770652830189 -0.7260402007547171 -0.3770231283018868 -0.5094955316981131 -0.5511042841509434 -0.4926116679245283 -0.3194746090566038 -0.45359721301886796 -0.5658924907547169 0.15153890556603772 -0.57170784 -0.18745024773773583 -0.4735747866037735 -0.13337390425849058 -0.3523959447169811 -0.4162601015094337 -0.09774334964150945 -0.4426521624528303 -0.533059853773585 0.08535240915471702 -0.3259614573962265 -0.1829855182641509 -0.21930337611056594 -0.6346650820754718 -0.6939305215094339 0.114277342454717
1 WALKING_DOWNSTAIRS 0.2891883204081634 -0.009918504610204083 -0.10756619090816323 0.03003533834838775 -0.031935943448979584 -0.23043421320408167 0.9318744189795917 -0.2666103389795918 -0.06211995859387755 -0.950559811632653 -0.937018658979592 -0.8959396951020407 0.054155316489795914 0.029650449040816335 -0.010971973018367345 -0.01228386054489796 -0.10160139064081632 -0.34573503232653063 -0.035078190298979586 -0.09093712902040814 0.09008501420306124 -0.45803054293877565 -0.1263491949387755 -0.12470245424285713 -0.07395920362714285 -0.043990278336734696 -0.027046106106122455 -0.4870273422448981 -0.23882482753061232 -0.2687614802428572 0.02718829141061225 0.019884350626530618 0.02718829141061225 0.019884350626530618 -0.08944748079795921 -0.02578771970816326 -0.07574125436734695 -0.22572436806122456 -0.2954638433469388 -0.30651064553061225 0.03822918315102041 0.001549907835918372 -0.2255744716938776 0.02433083913877551 -0.11296373995306119 -0.2979278946938776 -0.30739519868775517 0.06322008393469389 0.2943227008106123 -0.027663867612244895 -0.12866715764897962 -0.28833473571428575 -0.0863278966402041 -0.13458000887755103 -0.4017214642857143 -0.25316434491836737 -0.33758970122448967 0.009372238891836726 -0.3524496313632653 -0.055702252469387765 -0.03186942719795918 -0.49542248610204087 -0.1814147286571429 -0.23844356530612243 -0.10045372904081634 0.08255114871836736 -0.0756762067714286 0.09658453430408162 -0.18653030107346935 0.11918714276795915 0.026218494932653064 -0.10405226072653062 0.07649154743265305 -0.18572028574489788 -0.3983503901224488 0.3496138954693877 -0.28196335917755105 -0.39191987661224487 0.19000070616510203
1 SITTING 0.26123756542553195 -0.0013082876517021295 -0.10454418225531917 -0.9772290082978722 -0.9226186419148934 -0.9395862910638298 0.8315099334042553 0.20441159268085105 0.33204370276595746 -0.9684571457446807 -0.9355170559574469 -0.9490409331914895 0.07748251995744683 -0.000619102785106384 -0.003367792350212769 -0.9864307112765959 -0.9813719653191492 -0.9879108044680853 -0.04535005651276597 -0.09192415493617019 0.06293138119148933 -0.9772112831914895 -0.966473895319149 -0.9414259208510638 -0.09367938072340425 -0.04021181242553192 -0.046702627000000003 -0.9917315921276594 -0.9895180685106383 -0.9879358063829784 -0.9485367861702126 -0.9270784187234044 -0.9485367861702126 -0.9270784187234044 -0.9873641955319147 -0.9841200240425533 -0.9308924900000001 -0.934531840425532 -0.9919763412765961 -0.988308728510638 -0.9796412387234041 -0.9440845504255315 -0.9591848891489364 -0.9764123131914894 -0.9172750063829787 -0.9344695580851065 -0.049513597548936125 0.07594607685106383 0.23882987014893617 -0.9865970225531915 -0.9815794670212766 -0.9860530923404256 -0.9874929944680853 -0.9825139095744683 -0.9883391848936172 0.25661082356808507 0.04754378395957445 0.09239200325531916 -0.9761614640425531 -0.9758385853191489 -0.9513155444680849 -0.9779042270212767 -0.9623450425531918 -0.9439178410638295 0.18915302126085104 0.06312706697872339 -0.029783920744680836 -0.9477829225531919 -0.9284448017021276 0.236655011680851 -0.9852621268085107 -0.9816061774468084 0.3518522019574469 -0.9584355893617021 -0.9321983748936171 -0.00026218671702126856 -0.9897975472340427 -0.9870496172340425 0.1847759280851064
1 STANDING 0.2789176290566038 -0.016137590103773577 -0.11060181773584905 -0.9957599015094339 -0.9731900564150945 -0.9797758769811319 0.9429520003773585 -0.2729838322641509 0.013490582322641515 -0.9937629850943397 -0.9812259579245282 -0.9763240635849056 0.07537665422641512 0.007975730928301887 -0.0036852495470943384 -0.9946045422641507 -0.98564873245283 -0.9922511773584908 -0.023987734797924532 -0.05939722098113207 0.07480075100000001 -0.9871919466037733 -0.9877344400000001 -0.9806456269811319 -0.09960921290566041 -0.04406278779245282 -0.048950546671698125 -0.992945106981132 -0.99513791735849 -0.9921084671698113 -0.9842782073584903 -0.9819429288679247 -0.9842782073584903 -0.9819429288679247 -0.9923677905660376 -0.9930962094339622 -0.9764937928301886 -0.9786900286792451 -0.9949667905660378 -0.9947332386792452 -0.9952499326415092 -0.9770708477358492 -0.9852970986792453 -0.9960283450943397 -0.9722931020754718 -0.9779372596226418 0.08651536190886795 0.11747894871886791 0.24485858579245282 -0.9946307973584907 -0.9854187045283019 -0.9907521660377357 -0.995073759245283 -0.987018226792453 -0.9923498181132073 0.3141829401509434 0.03916189549433964 0.13858147874905663 -0.986386786037736 -0.9889844558490567 -0.9807731228301888 -0.9874971286792452 -0.9871077277358491 -0.9823453299999996 -0.1202930206037736 -0.04471919781698114 0.10060763513962263 -0.9853563611320757 -0.9823138047169808 0.284555290773585 -0.9925424775471692 -0.9925360033962264 0.422220102264151 -0.9846176233962267 -0.9784660720754719 -0.028605772532830188 -0.9948153769811323 -0.994671123207547 0.3344987343018867
1 LAYING 0.22159824393999994 -0.0405139534294 -0.11320355358 -0.9280564692 -0.8368274056199999 -0.826061401628 -0.24888179827999998 0.7055497734599999 0.4458177197999999 -0.8968300184 -0.9077200067600002 -0.8523662902200003 0.08108653419999999 0.0038382040088000015 0.010834236360999998 -0.9584821119999998 -0.9241492736000002 -0.9548551108000001 -0.016553093978 -0.06448612408799999 0.14868943625999997 -0.8735438678199999 -0.9510904401999999 -0.9082846626000003 -0.10727094919200003 -0.041517286890000005 -0.07405012109999999 -0.9186085207999996 -0.9679072436000002 -0.9577901595999997 -0.8419291524999997 -0.79514486386 -0.8419291524999997 -0.79514486386 -0.9543962646000004 -0.9282456284000001 -0.8747595480000001 -0.8190101697600002 -0.9634610300000003 -0.9358409827999999 -0.9390990524 -0.8670652051799997 -0.8826668762000002 -0.9244374346000002 -0.8336255561000001 -0.8128915594400002 -0.158792670508 0.09753484158599995 0.08943765521999994 -0.9570738837999997 -0.9224626098000002 -0.9480609042 -0.9641607085999999 -0.9322178703999999 -0.9605869872000002 0.132419092398 0.024513618955999995 0.02438794528000001 -0.8502491745859997 -0.9521914947999995 -0.909302721 -0.8822964508000003 -0.9512320494000001 -0.9165825082000002 -0.003546795856000005 -0.09152913088199999 0.01045812566 -0.8617676481 -0.7983009403999999 0.08640856294 -0.9333003608000001 -0.9218039755999997 0.26639115416 -0.8621901854 -0.8243194396799999 -0.1397750127 -0.9423669466 -0.9326606676000001 0.17648590707999992
2 WALKING 0.27642658644067797 -0.018594919914576274 -0.10550035796610165 -0.4236428384745763 -0.0780912533118644 -0.42525752491525426 0.9130173333898308 -0.34660709 0.08472708711864406 -0.9726932013559323 -0.9721168796610168 -0.9720728476271188 0.06180806962796609 0.018249267928813553 0.007895337066101698 -0.27753046262033904 -0.016602236284745785 -0.586090418983051 -0.053025815734745754 -0.04823823169491525 0.08283366332203389 -0.5615502557627119 -0.53845366779661 -0.4810855350847456 -0.08188334291525426 -0.05382994490677968 -0.05149391568305086 -0.3895498315254236 -0.634140436101695 -0.4354926772881358 -0.2904075937288135 -0.4225441693220338 -0.2904075937288135 -0.4225441693220338 -0.2814241538813559 -0.16415098512711865 -0.446549092881356 -0.5530199162711864 -0.547911950338983 -0.5577981513559322 -0.3460481610169491 -0.021904810332203397 -0.45380636983050854 -0.4576513837288134 -0.16921968620338987 -0.45522214644067793 -0.1457954897033898 0.19858646650847453 0.06889952081864407 -0.3046153228813559 -0.07876408366101695 -0.5549567096610172 -0.3143130634067795 -0.015332952008474579 -0.6158981884745762 -0.07271015844796609 -0.2635740181864406 -0.2548464387559322 -0.4297135361016948 -0.55477211220339 -0.3966599074576271 -0.6040530191525425 -0.5330469525423731 -0.5598566350847459 0.007279679884745762 -0.042700932237288096 0.13975211526949152 -0.32428942793220356 -0.577105211694915 0.39320620830508474 -0.1690643528135594 -0.16409196944915258 0.20750092670338982 -0.5307048147457626 -0.6517928396610171 0.30528382525423725 -0.5832492933898307 -0.5581045547457629 0.1263446144394915
2 WALKING_UPSTAIRS 0.2471647903958333 -0.021412113204583333 -0.1525138995208333 -0.3043764064583334 0.10802727988958333 -0.11212102122083333 0.7907174185416666 -0.4162148904166667 -0.19588823889166676 -0.9344077397916667 -0.92376745375 -0.8780040568749999 0.07445078395729166 -0.009709855143333336 0.01948143925 -0.27612188647916663 -0.18564895422083336 -0.5737463525 -0.05769126345833331 -0.032088309739583334 0.06883740216666667 -0.4392530589583333 -0.4662983366666668 -0.16399579167916664 -0.08288580013333331 -0.04240537084583334 -0.0445157481625 -0.46485436312500017 -0.6454913377083332 -0.4675959610416667 -0.10732267952083331 -0.2059770452958333 -0.10732267952083331 -0.2059770452958333 -0.32126891104166666 -0.21738939458125003 -0.21971347295833335 -0.3775321676041666 -0.5728164385416666 -0.5972917191666666 -0.26672093327083335 0.009924458818541666 -0.2810019862020833 -0.3205824143750001 0.08488027910833333 -0.09454497643125 -0.28174801141666667 -0.06188944589583334 -0.23658909231695827 -0.25863943972916664 -0.18784213171250005 -0.5227280633333332 -0.3654154414583333 -0.24355414666666664 -0.6250909814583333 -0.049114292354166644 -0.287688885375 -0.3742184847916667 -0.33164357745833334 -0.4880861239583334 -0.24860112199999995 -0.47635884562499986 -0.45975848895833343 -0.21807247147916656 -0.11532443373333334 -0.130357850675 -0.0773418117291667 -0.14531853915625 -0.3667282437500001 0.10768039522916666 -0.18951113690208332 -0.26042383896250004 -0.01191682335833333 -0.4506121847916666 -0.4386204018750001 -0.022752769044374996 -0.6007984962500001 -0.6218202029166666 0.04674339910416666
2 WALKING_DOWNSTAIRS 0.27761534806382976 -0.02266141583617021 -0.11681294238297871 0.046366681444680855 0.26288178895106384 -0.1028379080638298 0.8618313455319152 -0.3257801006382978 -0.04388901627234044 -0.9403617595744679 -0.9400685255319146 -0.9314383131914897 0.11004061556957447 -0.0032795908148936185 -0.020935167776595754 0.1472491432382979 0.12682801455744683 -0.34012202319148943 -0.11594735287234041 -0.004823292319148938 0.09717380890638298 -0.32078923000851056 -0.4157391448936168 -0.27941838804255315 -0.058103849851063843 -0.04214702575319149 -0.0710229816893617 -0.2439405925531915 -0.46939670110638293 -0.2182663186063831 0.08995112049787234 0.21558633488936169 0.08995112049787234 0.21558633488936169 0.005655163351063825 0.22961718512765952 -0.16218858693042557 -0.2748441105319148 -0.4108726714893614 -0.3431878754042553 0.11284116032553192 0.27834504176595737 -0.13129077199999997 0.01610461985957446 0.17197397295744682 -0.16203289428723405 -0.2737116096595744 0.011930960646808509 0.09036785465042556 0.13812068108723408 0.09620916076170212 -0.2714987211063829 0.04995906248297871 0.08083334912765959 -0.40822742319148936 -0.14389814953191496 -0.35751450174468086 -0.23470393244680848 -0.145775970406383 -0.36191382400000005 -0.08749447360851058 -0.379436674361702 -0.4587327474468086 -0.422987665106383 -0.03752980231914896 0.07708945572340427 0.13677495840000004 0.2934248265914894 -0.02147878817234042 0.09383212976170215 0.22224740957659575 0.2274807325425532 0.01883551114042553 -0.3208385435531914 -0.37257675536170215 0.10397124170638303 -0.3801753064893617 -0.34369898542553196 -0.051247964055319145
2 SITTING 0.27708735173913035 -0.01568799372826087 -0.10921827245652171 -0.9868222795652174 -0.9507044991304349 -0.9598281717391304 0.9404772730434781 -0.10563002449878257 0.1987267687608695 -0.9799887608695651 -0.956750273043478 -0.9544158730434783 0.07225643871739132 0.011695451132391302 0.007605469298695652 -0.9880558541304347 -0.9779839554347827 -0.9875182117391306 -0.04547066204347826 -0.05992867970434785 0.041227746217391316 -0.9857420278260868 -0.978919526956522 -0.9598037086956522 -0.0936328412826087 -0.041560202913043465 -0.043585096649999995 -0.9897090230434782 -0.9908896147826087 -0.985542325652174 -0.9678936239130437 -0.9530814441304346 -0.9678936239130437 -0.9530814441304346 -0.9867747130434783 -0.984475868043478 -0.946035087173913 -0.9613136241304351 -0.9910814939130431 -0.9895949195652173 -0.9858038406521743 -0.957343498478261 -0.9701621726086959 -0.9873620899999999 -0.9500737541304349 -0.9568628641304346 0.08519282070999998 0.15019395616304346 0.09606467595869563 -0.9878487936956519 -0.9771397028260873 -0.9851290502173914 -0.989459107391304 -0.9808042284782609 -0.988570804130435 0.30554681808478257 0.026244864713478273 0.09290306303695652 -0.9826213895652174 -0.982100923695652 -0.9598148223913046 -0.9868085015217392 -0.9773561886956521 -0.9635226597826088 0.13052312089130436 -0.19214273791304357 0.040947234867608685 -0.9612737482608693 -0.9555756021739129 0.13093420285434784 -0.9838746989130438 -0.9841241858695654 0.2800624239565218 -0.9718405960869565 -0.9613857452173911 -0.10635890917391302 -0.9898619508695651 -0.9896329089130436 0.1947221493
